The Lord of the Rings
A Song of Ice and Fire
Harry Potter Series
The Wheel of Time
The Chronicles of Narnia
Discworld
Percy Jackson and the Olympians
His Dark Materials
The Inheritance Cycle
Kingkiller Chronicle
The Dark Tower
Dresden Files
Sword of Truth
The Twilight Saga
The Mortal Instruments
Mistborn Trilogy
Sookie Stackhouse
The Belgariad
The Vampire Chronicles
Artemis Fowl Series
Anita Blake Series
The Riftwar Saga
The Outlander Series
Earthsea Cycle
Mercy Thompson
The Hollows
Inkheart Trilogy
The Morganville Vampires
Redwall Series
The Wicked Years
The Farseer Trilogy
The Wolves of Mercy Falls
Left Behind
Graceling Realm
Women of the Otherworld
Carpathian
The Magic of Xanth
Original Shannara Trilogy
Abhorsen Trilogy
Avalon
Cirque du Freak
The First Law
Song of the Lioness
The Malloreon
Codex Alera
The Bartimaeus Trilogy
Thursday Next
The Dragonriders of Pern
Malazan Book of the Fallen
Septimus Heap
The Chronicles of Amber
Night Angel
Chronicles of Prydain
Pendragon
The Chronicles Trilogy (Dragonlance)
The Dark Is Rising
Study
Underland Chronicles
The Dark Elf Trilogy
Kushiel&#39;s Legacy
"Memory, Sorrow and Thorn"
Enchanted Forest Chronicles
The Spiderwick Chronicles
Incarnations of Immortality
Howl&#39;s Moving Castle
Black Jewels Trilogy
Children of the Red King
Thomas Covenant - The Unbeliever
A Love Story
Daughter of Smoke and Bone
Tales of Alvin Maker
Death Gate Cycle
Modern Faerie Tales
Black Magician Trilogy
Temeraire
The Stormlight Archive
Nightside
Myth Adventures
Darkness
The Chronicles of the Black Company
Damar
Sevenwaters Trilogy
The Last Apprentice
The Arthurian Saga
Gentleman Bastard
The Elenium
The Borrowers
The Demonata
Weather Warden
The Elric Saga
Saga of Recluce
Drenai Saga
Young Wizards
Vlad Taltos
Tales of the Otori
New Crobuzon
Newford
The Last Herald-Mage
Leven Thumps
The Book of the New Sun
