63 517 592
-22.285073,-14.753561
-26.446228,-4.533680
-18.276038,-5.591019
-18.810350,-8.025795
-24.272225,-19.278272
-28.973171,-9.579599
-28.460421,-14.476341
15.210175,-3.902690
-26.105707,-25.603768
-18.916243,-10.815940
-20.222492,-5.176272
-20.619751,-5.941199
-26.467821,-4.639401
-28.809107,-17.380391
-23.022775,-14.613095
-27.688837,-11.686783
-18.203581,-7.853030
-30.021308,-1.326325
-20.442066,-5.252596
-18.276038,-5.591019
-33.254767,-14.788759
-22.285067,-14.753548
-18.810185,-8.014555
-22.487864,-13.404572
-19.498307,-5.675599
-22.285067,-14.753548
-27.506431,-11.611264
-27.226719,-14.640559
-18.916243,-10.815939
-27.688837,-11.686784
-18.810185,-8.014555
-19.314773,-5.717767
-32.139539,-14.279782
-22.285067,-14.753548
-28.599231,-14.250185
-33.481053,-13.206042
-20.599643,-16.898523
-19.805127,-6.432071
-22.159743,-14.166158
-20.222486,-5.176268
-18.222008,-5.575773
-19.649925,-5.592810
-19.636267,-6.012221
-28.471404,-12.469340
-23.791757,-19.258764
-22.285067,-14.753548
-18.810185,-8.014555
-22.285067,-14.753548
-18.913879,-10.793474
-29.174391,-18.338816
-15.838597,37.090909
-19.526119,25.398077
-29.691429,7.771427
-21.317878,-28.451581
-16.837482,6.281037
-29.529639,7.650934
-27.675924,11.938032
-25.051885,-0.140715
-13.002136,-13.199725
-23.882243,12.198372
-43.420496,-37.184186
-27.455020,11.882381
-29.951657,-17.194669
-28.233574,-13.323587
-18.580431,5.683456
-30.281010,7.765118
-30.324429,7.741592
-26.434087,-19.563201
-28.266972,22.869779
-30.249275,7.771744
-18.290099,16.603009
-15.322381,8.454249
-19.457379,25.285348
-25.202533,20.167646
-28.987808,-9.455890
-28.987828,-9.357143
-29.657671,-20.526960
-9.070294,12.374320
-44.362083,-37.245471
-26.303682,-19.103481
-17.614908,-13.777671
-14.520031,-27.648788
-15.572756,15.504306
-18.287876,16.342036
-26.322460,-20.184824
-26.292788,-19.195191
-20.911511,25.504810
-44.229502,-36.790578
-15.980145,-28.365674
-14.892953,3.388627
-8.048978,8.814435
-20.503976,-17.757484
-32.937252,-2.537996
-32.392041,-1.648654
-19.526118,25.398078
-32.694531,-1.869973
-28.266972,22.869779
-21.286369,-28.501727
-32.132672,-13.376902
-28.336567,22.839199
-13.001573,-13.199853
-17.432883,15.618219
-25.614746,-26.696988
-26.888826,19.607492
-27.738029,-20.930126
-43.645055,-36.791636
-30.689542,7.417696
-19.526117,25.398077
-28.987808,-9.455885
-32.132668,-13.376914
-15.321946,8.454484
-18.097090,15.266477
-29.723429,7.611632
-19.044291,-0.550983
-26.885586,19.608699
